FlangeLength,web_length,lip_Length,Thickness,Yeild_strength,Area_of_cross_section,P,Mxx,Myy,J,X(center_of_gravity),Y(center_of_gravity),Ixx,Iyy,Ixy,θ,I11,I22,Xs,Zs,Cw,β1,Local_factor,Distortional_factor,Global_factor,DSM
1.96,3.93,0.585,0.118,43.5,1.1116,48.3529,26.8175,17.7706,0.0051591,1.9629,1.9671,2.8534,1.3076,1.455,-31.0926,3.7359,0.42416,1.9643,1.9793,3.5364,-0.022942,3.6944,3.0516,1.0344,129.1
1.96,3.93,0.585,0.118,50.7,1.1116,56.3561,31.2562,20.712,0.0051591,1.9629,1.9671,2.8534,1.3076,1.455,-31.0926,3.7359,0.42416,1.9643,1.9793,3.5364,-0.022942,3.1697,2.6182,0.8875,140.72
1.96,3.93,0.585,0.118,58.01,1.1116,64.4816,35.7628,23.6983,0.0051591,1.9629,1.9671,2.8534,1.3076,1.455,-31.0926,3.7359,0.42416,1.9643,1.9793,3.5364,-0.022942,2.7703,2.2883,0.77566,150.42
1.96,3.93,0.585,0.118,65.26,1.1116,72.5404,40.2324,26.66,0.0051591,1.9629,1.9671,2.8534,1.3076,1.455,-31.0926,3.7359,0.42416,1.9643,1.9793,3.5364,-0.022942,2.4625,2.0341,0.68949,158.19
1.96,3.93,0.585,0.118,72.51,1.1116,80.5992,44.7019,29.6218,0.0051591,1.9629,1.9671,2.8534,1.3076,1.455,-31.0926,3.7359,0.42416,1.9643,1.9793,3.5364,-0.022942,2.2163,1.8307,0.62055,164.3
1.96,3.93,0.585,0.118,79.77,1.1116,88.6691,49.1777,32.5877,0.0051591,1.9629,1.9671,2.8534,1.3076,1.455,-31.0926,3.7359,0.42416,1.9643,1.9793,3.5364,-0.022942,2.0146,1.6641,0.56408,168.95
2.36,2.36,0.39,0.019,36.25,0.14934,5.4136,1.7917,2.0866,1.797e-05,2.36,1.18,0.16025,0.24904,0.15932,-52.785,0.37003,0.039252,2.36,1.18,0.18861,0.0,0.18614,0.32837,0.055635,7.87
2.36,2.36,0.39,0.019,39.16,0.14934,5.8482,1.9355,2.2542,1.797e-05,2.36,1.18,0.16025,0.24904,0.15932,-52.785,0.37003,0.039252,2.36,1.18,0.18861,0.0,0.17231,0.30396,0.0515,7.87
2.36,2.36,0.39,0.019,43.5,0.14934,6.4963,2.15,2.504,1.797e-05,2.36,1.18,0.16025,0.24904,0.15932,-52.785,0.37003,0.039252,2.36,1.18,0.18861,0.0,0.15512,0.27364,0.046363,7.87
2.36,2.36,0.39,0.019,50.7,0.14934,7.5715,2.5059,2.9184,1.797e-05,2.36,1.18,0.16025,0.24904,0.15932,-52.785,0.37003,0.039252,2.36,1.18,0.18861,0.0,0.13309,0.23478,0.039779,7.87
2.36,2.36,0.39,0.019,58.01,0.14934,8.6632,2.8672,3.3392,1.797e-05,2.36,1.18,0.16025,0.24904,0.15932,-52.785,0.37003,0.039252,2.36,1.18,0.18861,0.0,0.11632,0.20519,0.0334766,7.87
2.36,2.36,0.39,0.019,65.26,0.14934,9.7459,3.2255,3.7565,1.797e-05,2.36,1.18,0.16025,0.24904,0.15932,-52.785,0.37003,0.039252,2.36,1.18,0.18861,0.0,0.1034,0.1824,0.030904,7.87
2.36,2.36,0.39,0.019,72.51,0.14934,10.8286,3.5839,4.1739,1.797e-05,2.36,1.18,0.16025,0.24904,0.15932,-52.785,0.37003,0.039252,2.36,1.18,0.18861,0.0,0.093058,0.164116,0.027814,7.87
2.36,2.36,0.39,0.019,79.77,0.14934,11.9129,3.9427,4.5918,1.797e-05,2.36,1.18,0.16025,0.24904,0.15932,-52.785,0.37003,0.039252,2.36,1.18,0.18861,0.0,0.084588,0.14922,0.025282,7.87
2.36,2.36,0.39,0.039,36.25,0.30654,11.1121,3.6777,4.2831,0.00015542,2.36,1.18,0.32893,0.51118,0.32703,-52.785,0.75954,0.080569,2.36,1.18,0.38714,0.0,0.78058,0.69829,0.34333,48.55
2.36,2.36,0.39,0.039,39.16,0.30654,12.0041,3.9729,4.627,0.00015542,2.36,1.18,0.32893,0.51118,0.32703,-52.785,0.75954,0.080569,2.36,1.18,0.38714,0.0,0.72257,0.6464,0.31781,48.55
2.36,2.36,0.39,0.039,43.5,0.30654,13.3345,4.4132,5.1397,0.00015542,2.36,1.18,0.32893,0.51118,0.32703,-52.785,0.75954,0.080569,2.36,1.18,0.38714,0.0,0.65048,0.58191,0.2861,48.55
2.36,2.36,0.39,0.039,50.7,0.30654,15.5416,5.1437,5.9905,0.00015542,2.36,1.18,0.32893,0.51118,0.32703,-52.785,0.75954,0.080569,2.36,1.18,0.38714,0.0,0.5081,0.53927,0.2659,48.55
2.36,2.36,0.39,0.039,58.01,0.30654,17.7824,5.8853,6.8542,0.00015542,2.36,1.18,0.32893,0.51118,0.32703,-52.785,0.75954,0.080569,2.36,1.18,0.38714,0.0,0.5581,0.49927,0.24547,48.55
2.36,2.36,0.39,0.039,65.26,0.30654,20.0048,6.6209,7.7108,0.00015542,2.36,1.18,0.32893,0.51118,0.32703,-52.785,0.75954,0.080569,2.36,1.18,0.38714,0.0,0.43359,0.38788,0.19071,48.55
2.36,2.36,0.39,0.039,72.51,0.30654,22.2272,7.3564,8.5674,0.00015542,2.36,1.18,0.32893,0.51118,0.32703,-52.785,0.75954,0.080569,2.36,1.18,0.38714,0.0,0.39023,0.3491,0.17164,48.55
2.36,2.36,0.39,0.039,79.77,0.30654,24.4527,8.0929,9.4252,0.00015542,2.36,1.18,0.32893,0.51118,0.32703,-52.785,0.75954,0.080569,2.36,1.18,0.38714,0.0,0.35472,0.31733,0.15602,48.55
2.36,2.36,0.39,0.059,36.25,0.46374,16.8106,5.5637,6.4796,0.00053809,2.36,1.18,0.49761,0.77332,0.49473,-52.785,1.149,0.12189,2.36,1.18,0.58568,0.0,1.7721,1.0976,0.44998,63.61
2.36,2.36,0.39,0.059,39.16,0.46374,18.1601,6.0103,6.9997,0.00053809,2.36,1.18,0.49761,0.77332,0.49473,-52.785,1.149,0.12189,2.36,1.18,0.58568,0.0,1.6404,1.016,0.41654,63.63
2.36,2.36,0.39,0.059,43.5,0.46374,20.1727,6.6764,7.7755,0.00053809,2.36,1.18,0.49761,0.77332,0.49473,-52.785,1.149,0.12189,2.36,1.18,0.58568,0.0,1.4768,0.91465,0.37498,63.63
2.36,2.36,0.39,0.059,50.7,0.46374,23.5116,7.7815,9.06249,0.00053809,2.36,1.18,0.49761,0.77332,0.49473,-52.785,1.149,0.12189,2.36,1.18,0.58568,0.0,1.34406,0.80432,0.34572,63.63
2.36,2.36,0.39,0.059,58.01,0.46374,26.9016,8.9034,10.3691,0.00053809,2.36,1.18,0.49761,0.77332,0.49473,-52.785,1.149,0.12189,2.36,1.18,0.58568,0.0,1.1719,0.71844,0.31245,63.63
2.36,2.36,0.39,0.059,65.26,0.46374,30.2637,10.0162,11.6651,0.00053809,2.36,1.18,0.49761,0.77332,0.49473,-52.785,1.149,0.12189,2.36,1.18,0.58568,0.0,1.0456,0.6976,0.27865,63.63
2.36,2.36,0.39,0.059,72.51,0.46374,33.6258,11.1289,12.961,0.00053809,2.36,1.18,0.49761,0.77332,0.49473,-52.785,1.149,0.12189,2.36,1.18,0.58568,0.0,0.8734,0.6016,0.24894,63.63
2.36,2.36,0.39,0.059,79.77,0.46374,36.9925,12.2432,14.2587,0.00053809,2.36,1.18,0.49761,0.77332,0.49473,-52.785,1.149,0.12189,2.36,1.18,0.58568,0.0,0.7498,0.5184,0.17456,63.63
2.36,2.36,0.39,0.078,36.25,0.61308,22.2241,7.3554,8.5662,0.0012433,2.36,1.18,0.65786,1.0224,0.65405,-52.785,1.5191,0.16114,2.36,1.18,0.77429,0.0,3.0638,1.5236,0.61198,81.37
2.36,2.36,0.39,0.078,39.16,0.61308,24.0082,7.9458,9.2539,0.0012433,2.36,1.18,0.65786,1.0224,0.65405,-52.785,1.5191,0.16114,2.36,1.18,0.77429,0.0,2.8361,1.4104,0.5665,83.2
2.36,2.36,0.39,0.078,43.5,0.61308,26.669,8.8265,10.2795,0.0012433,2.36,1.18,0.65786,1.0224,0.65405,-52.785,1.5191,0.16114,2.36,1.18,0.77429,0.0,2.9831,1.3324,0.51632,86.02
2.36,2.36,0.39,0.078,50.7,0.61308,31.0832,10.2874,11.9809,0.0012433,2.36,1.18,0.65786,1.0224,0.65405,-52.785,1.5191,0.16114,2.36,1.18,0.77429,0.0,2.1906,1.0894,0.43756,86.54
2.36,2.36,0.39,0.078,58.01,0.61308,35.5648,11.7706,13.7084,0.0012433,2.36,1.18,0.65786,1.0224,0.65405,-52.785,1.5191,0.16114,2.36,1.18,0.77429,0.0,1.9145,0.9521,0.3842,86.94
2.36,2.36,0.39,0.078,65.26,0.61308,40.0096,13.2417,15.4216,0.0012433,2.36,1.18,0.65786,1.0224,0.65405,-52.785,1.5191,0.16114,2.36,1.18,0.77429,0.0,1.7018,0.84633,0.33994,86.94
2.36,2.36,0.39,0.078,72.51,0.61308,44.4544,14.7128,17.1348,0.0012433,2.36,1.18,0.65786,1.0224,0.65405,-52.785,1.5191,0.16114,2.36,1.18,0.77429,0.0,1.5317,0.76171,0.31595,86.94
2.36,2.36,0.39,0.078,79.77,0.61308,48.9054,16.1859,18.8505,0.0012433,2.36,1.18,0.65786,1.0224,0.65405,-52.785,1.5191,0.16114,2.36,1.18,0.77429,0.0,1.3923,0.69238,0.27821,86.94
2.36,2.36,0.585,0.078,36.25,0.6435,23.3269,7.8939,9.5006,0.0001305,2.36,1.18,0.67255,1.1918,0.70377,-55.1244,1.6823,0.18204,2.36,1.18,0.99835,0.0,1.4309,0.93255,0.29912,42.3
2.36,2.36,0.585,0.078,39.16,0.6435,25.1995,8.5275,10.2633,0.0001305,2.36,1.18,0.67255,1.1918,0.70377,-55.1244,1.6823,0.18204,2.36,1.18,0.99835,0.0,2.8536,1.9467,0.606,87.31
2.36,2.36,0.585,0.078,43.5,0.6435,27.9922,9.4726,11.4007,0.0001305,2.36,1.18,0.67255,1.1918,0.70377,-55.1244,1.6823,0.18204,2.36,1.18,0.99835,0.0,2.5689,1.7524,0.54554,89.84
2.36,2.36,0.585,0.078,50.7,0.6435,32.6255,11.0405,13.2877,0.0001305,2.36,1.18,0.67255,1.1918,0.70377,-55.1244,1.6823,0.18204,2.36,1.18,0.99835,0.0,2.2041,1.5036,0.46807,92.22
2.36,2.36,0.585,0.078,58.01,0.6435,37.3294,12.6323,15.2036,0.0001305,2.36,1.18,0.67255,1.1918,0.70377,-55.1244,1.6823,0.18204,2.36,1.18,0.99835,0.0,1.9263,1.3141,0.40908,92.57
2.36,2.36,0.585,0.078,65.26,0.6435,41.9948,14.2111,17.1037,0.0001305,2.36,1.18,0.67255,1.1918,0.70377,-55.1244,1.6823,0.18204,2.36,1.18,0.99835,0.0,1.7123,1.1681,0.36364,92.57
2.36,2.36,0.585,0.078,72.51,0.6435,46.6602,15.7899,19.0038,0.0001305,2.36,1.18,0.67255,1.1918,0.70377,-55.1244,1.6823,0.18204,2.36,1.18,0.99835,0.0,1.5411,1.0513,0.32728,92.57
2.36,2.36,0.585,0.078,79.77,0.6435,51.332,17.3708,20.9065,0.0001305,2.36,1.18,0.67255,1.1918,0.70377,-55.1244,1.6823,0.18204,2.36,1.18,0.99835,0.0,1.4009,0.95564,0.29749,92.57
2.36,2.36,0.585,0.019,36.25,0.15675,5.6822,1.9229,2.3142,1.8862e-05,2.36,1.18,0.16383,0.29031,0.17143,-55.1244,0.41979,0.44342,2.36,1.18,0.24319,0.0,0.1852,0.46801,0.23373,27.17
2.36,2.36,0.585,0.019,39.16,0.15675,6.1383,2.0772,2.5,1.8862e-05,2.36,1.18,0.16383,0.29031,0.17143,-55.1244,0.41979,0.44342,2.36,1.18,0.24319,0.0,0.17145,0.43324,0.21637,27.17
2.36,2.36,0.585,0.019,43.5,0.15675,6.8186,2.3074,2.7771,1.8862e-05,2.36,1.18,0.16383,0.29031,0.17143,-55.1244,0.41979,0.44342,2.36,1.18,0.24319,0.0,0.15434,0.39001,0.19478,27.17
2.36,2.36,0.585,0.019,50.7,0.15675,7.9472,2.6894,3.2368,1.8862e-05,2.36,1.18,0.16383,0.29031,0.17143,-55.1244,0.41979,0.44342,2.36,1.18,0.24319,0.0,0.13309,0.3478,0.159779,27.17
2.36,2.36,0.585,0.019,58.01,0.15675,9.0931,3.0771,3.7034,1.8862e-05,2.36,1.18,0.16383,0.29031,0.17143,-55.1244,0.41979,0.44342,2.36,1.18,0.24319,0.0,0.11632,0.2919,0.11334,27.17
2.36,2.36,0.585,0.019,65.26,0.15675,10.2295,3.4617,4.1663,1.8862e-05,2.36,1.18,0.16383,0.29031,0.17143,-55.1244,0.41979,0.44342,2.36,1.18,0.24319,0.0,0.1034,0.2124,0.090904,27.17
2.36,2.36,0.585,0.019,72.51,0.15675,11.3659,3.8463,4.6291,1.8862e-05,2.36,1.18,0.16383,0.29031,0.17143,-55.1244,0.41979,0.44342,2.36,1.18,0.24319,0.0,0.093058,0.18116,0.057814,27.17
2.36,2.36,0.585,0.019,79.77,0.15675,12.5039,4.2314,5.0926,1.8862e-05,2.36,1.18,0.16383,0.29031,0.17143,-55.1244,0.41979,0.44342,2.36,1.18,0.24319,0.0,0.084163,0.14922,0.025282,27.17
2.36,2.36,0.585,0.039,36.25,0.32175,11.6634,3.9469,4.7503,0.00016313,2.36,1.18,0.33627,0.59589,0.35189,-55.1244,0.84115,0.091018,2.36,1.18,0.49917,0.0,0.77838,1.0169,0.46773,65.89
2.36,2.36,0.585,0.039,39.16,0.32175,12.5997,4.2638,5.1316,0.00016313,2.36,1.18,0.33627,0.59589,0.35189,-55.1244,0.84115,0.091018,2.36,1.18,0.49917,0.0,0.72054,0.94132,0.44093,67.36
2.36,2.36,0.585,0.039,43.5,0.32175,13.9961,4.7363,5.7004,0.00016313,2.36,1.18,0.33627,0.59589,0.35189,-55.1244,0.84115,0.091018,2.36,1.18,0.49917,0.0,0.64865,0.8474,0.30644,67.36
2.36,2.36,0.585,0.039,50.7,0.32175,16.3127,5.5203,6.6439,0.00016313,2.36,1.18,0.33627,0.59589,0.35189,-55.1244,0.84115,0.091018,2.36,1.18,0.49917,0.0,0.55654,0.72706,0.34057,67.36
2.36,2.36,0.585,0.039,58.01,0.32175,18.6647,6.3162,7.6018,0.00016313,2.36,1.18,0.33627,0.59589,0.35189,-55.1244,0.84115,0.091018,2.36,1.18,0.49917,0.0,0.4864,0.63544,0.29979,67.36
2.36,2.36,0.585,0.039,65.26,0.32175,20.9974,7.1056,8.5518,0.00016313,2.36,1.18,0.33627,0.59589,0.35189,-55.1244,0.84115,0.091018,2.36,1.18,0.49917,0.0,0.43237,0.56485,0.20426,67.36
2.36,2.36,0.585,0.039,72.51,0.32175,23.3301,7.8949,9.5019,0.00016313,2.36,1.18,0.33627,0.59589,0.35189,-55.1244,0.84115,0.091018,2.36,1.18,0.49917,0.0,0.38914,0.50837,0.18383,67.36
2.36,2.36,0.585,0.039,79.77,0.32175,25.666,8.6854,10.4533,0.00016313,2.36,1.18,0.33627,0.59589,0.35189,-55.1244,0.84115,0.091018,2.36,1.18,0.49917,0.0,0.35372,0.4621,0.16711,67.36
2.36,2.36,0.585,0.059,36.25,0.48675,17.6447,5.971,7.1863,0.0005679,2.36,1.18,0.50872,0.90148,0.53234,-55.1244,1.2725,0.13769,2.36,1.18,0.75516,0.0,1.7739,1.5063,0.48154,67.61
2.36,2.36,0.585,0.059,39.16,0.48675,19.0611,6.4503,7.7632,0.0005679,2.36,1.18,0.50872,0.90148,0.53234,-55.1244,1.2725,0.13769,2.36,1.18,0.75516,0.0,1.642,1.3944,0.44576,68.11
2.36,2.36,0.585,0.059,43.5,0.48675,21.1736,7.1652,8.6236,0.0005679,2.36,1.18,0.50872,0.90148,0.53234,-55.1244,1.2725,0.13769,2.36,1.18,0.75516,0.0,1.4782,1.2553,0.40129,68.09
2.36,2.36,0.585,0.059,50.7,0.48675,24.6782,8.3511,10.051,0.0005679,2.36,1.18,0.50872,0.90148,0.53234,-55.1244,1.2725,0.13769,2.36,1.18,0.75516,0.0,1.2683,1.0777,0.3443,68.09
2.36,2.36,0.585,0.059,58.01,0.48675,28.2364,9.5552,11.5001,0.0005679,2.36,1.18,0.50872,0.90148,0.53234,-55.1244,1.2725,0.13769,2.36,1.18,0.75516,0.0,1.1085,0.9413,0.30091,68.09
2.36,2.36,0.585,0.059,65.26,0.48675,31.7653,10.7494,12.9374,0.0005679,2.36,1.18,0.50872,0.90148,0.53234,-55.1244,1.2725,0.13769,2.36,1.18,0.75516,0.0,0.98532,0.83673,0.26748,68.09
2.36,2.36,0.585,0.059,72.51,0.48675,35.2942,11.9436,14.3747,0.0005679,2.36,1.18,0.50872,0.90148,0.53234,-55.1244,1.2725,0.13769,2.36,1.18,0.75516,0.0,0.88681,0.75307,0.24074,68.09
2.36,2.36,0.585,0.059,79.77,0.48675,38.828,13.1395,15.8139,0.0005679,2.36,1.18,0.50872,0.90148,0.53234,-55.1244,1.2725,0.13769,2.36,1.18,0.75516,0.0,0.8061,0.68453,0.21883,68.09
2.36,2.36,0.585,0.098,36.25,0.8085,29.3081,9.9179,11.9366,0.00258383,2.36,1.18,0.845,1.4974,0.88422,-55.1244,2.1137,0.22871,2.36,1.18,1.2543,0.0,4.8283,2.6601,0.65763,85.32
2.36,2.36,0.585,0.098,39.16,0.8085,31.6609,10.7141,12.8949,0.00258383,2.36,1.18,0.845,1.4974,0.88422,-55.1244,2.1137,0.22871,2.36,1.18,1.2543,0.0,4.4695,2.4624,0.60876,87.58
2.36,2.36,0.585,0.098,43.5,0.8085,35.1697,11.9015,14.324,0.00258383,2.36,1.18,0.845,1.4974,0.88422,-55.1244,2.1137,0.22871,2.36,1.18,1.2543,0.0,4.0236,2.2167,0.54803,90.15
2.36,2.36,0.585,0.098,50.7,0.8085,40.9909,13.8714,16.6948,0.00258383,2.36,1.18,0.845,1.4974,0.88422,-55.1244,2.1137,0.22871,2.36,1.18,1.2543,0.0,3.4522,1.9019,0.4702,92.59
2.36,2.36,0.585,0.098,58.01,0.8085,46.9011,15.8714,19.1019,0.00258383,2.36,1.18,0.845,1.4974,0.88422,-55.1244,2.1137,0.22871,2.36,1.18,1.2543,0.0,3.0172,1.6623,0.41095,92.99
2.36,2.36,0.585,0.098,65.26,0.8085,52.7627,17.855,21.4892,0.00258383,2.36,1.18,0.845,1.4974,0.88422,-55.1244,2.1137,0.22871,2.36,1.18,1.2543,0.0,2.682,1.4776,0.3653,92.99
2.36,2.36,0.585,0.098,72.51,0.8085,58.6243,19.8386,23.8766,0.00258383,2.36,1.18,0.845,1.4974,0.88422,-55.1244,2.1137,0.22871,2.36,1.18,1.2543,0.0,2.4138,1.3299,0.32877,92.99
2.36,2.36,0.585,0.098,79.77,0.8085,64.494,21.8249,26.2672,0.00258383,2.36,1.18,0.845,1.4974,0.88422,-55.1244,2.1137,0.22871,2.36,1.18,1.2543,0.0,2.1941,1.2088,0.29885,92.99
2.36,2.36,0.585,0.118,36.25,1.252,45.3843,30.4921,17.984,0.0058109,2.36,1.18,4.7301,1.803,2.2247,-55.1244,5.9295,0.60361,2.36,1.18,6.5316,0.0,3.0514,2.3842,1.552,123.13
2.36,2.36,0.585,0.118,39.16,1.252,49.0275,32.9399,19.4277,0.0058109,2.36,1.18,4.7301,1.803,2.2247,-55.1244,5.9295,0.60361,2.36,1.18,6.5316,0.0,2.8247,2.2071,1.0057,114.89
2.36,2.36,0.585,0.118,43.5,1.252,54.4611,36.5906,21.5808,0.0058109,2.36,1.18,4.7301,1.803,2.2247,-55.1244,5.9295,0.60361,2.36,1.18,6.5316,0.0,2.5429,1.9869,0.90538,121.87
2.36,2.36,0.585,0.118,50.7,1.252,63.4754,42.6469,25.1528,0.0058109,2.36,1.18,4.7301,1.803,2.2247,-55.1244,5.9295,0.60361,2.36,1.18,6.5316,0.0,2.1817,1.7047,0.7768,131.57
2.36,2.36,0.585,0.118,58.01,1.252,72.6274,48.7958,28.7794,0.0058109,2.36,1.18,4.7301,1.803,2.2247,-55.1244,5.9295,0.60361,2.36,1.18,6.5316,0.0,1.9068,1.4899,0.67891,139.29
2.36,2.36,0.585,0.118,65.26,1.252,81.7042,54.8943,32.3762,0.0058109,2.36,1.18,4.7301,1.803,2.2247,-55.1244,5.9295,0.60361,2.36,1.18,6.5316,0.0,1.695,1.3244,0.60349,145.08
2.36,2.36,0.585,0.118,72.51,1.252,90.7811,60.9927,35.973,0.0058109,2.36,1.18,4.7301,1.803,2.2247,-55.1244,5.9295,0.60361,2.36,1.18,6.5316,0.0,1.5255,1.192,0.54315,149.24
2.36,2.36,0.585,0.118,79.77,1.252,99.8704,67.0995,39.5747,0.0058109,2.36,1.18,4.7301,1.803,2.2247,-55.1244,5.9295,0.60361,2.36,1.18,6.5316,0.0,1.3867,1.0835,0.49372,152.0
2.36,2.36,0.585,0.138,36.25,1.4642,53.0765,35.6603,21.0321,0.0092946,2.36,1.18,5.5319,2.1085,2.6017,-55.1244,6.9345,0.70592,2.36,1.18,7.6387,0.0,4.1437,2.908,1.5574,123.24
2.36,2.36,0.585,0.138,39.16,1.4642,57.3373,38.523,22.7205,0.0092946,2.36,1.18,5.5319,2.1085,2.6017,-55.1244,6.9345,0.70592,2.36,1.18,7.6387,0.0,3.8358,2.6919,1.4417,130.29
2.36,2.36,0.585,0.138,43.5,1.4642,63.6918,42.7924,25.2386,0.0092946,2.36,1.18,5.5319,2.1085,2.6017,-55.1244,6.9345,0.70592,2.36,1.18,7.6387,0.0,3.4531,2.4233,1.2978,140.15
2.36,2.36,0.585,0.138,50.7,1.4642,74.2339,49.8752,29.416,0.0092946,2.36,1.18,5.5319,2.1085,2.6017,-55.1244,6.9345,0.70592,2.36,1.18,7.6387,0.0,2.9627,2.0792,1.1135,154.86
2.36,2.36,0.585,0.138,58.01,1.4642,84.9371,57.0663,33.6572,0.0092946,2.36,1.18,5.5319,2.1085,2.6017,-55.1244,6.9345,0.70592,2.36,1.18,7.6387,0.0,2.5894,1.8172,0.97321,167.84
2.36,2.36,0.585,0.138,65.26,1.4642,95.5524,64.1984,37.8637,0.0092946,2.36,1.18,5.5319,2.1085,2.6017,-55.1244,6.9345,0.70592,2.36,1.18,7.6387,0.0,2.3017,1.6153,0.86509,178.93
2.36,2.36,0.585,0.138,72.51,1.4642,106.1677,71.3304,42.0701,0.0092946,2.36,1.18,5.5319,2.1085,2.6017,-55.1244,6.9345,0.70592,2.36,1.18,7.6387,0.0,2.0716,1.4538,0.77859,188.41
2.36,2.36,0.585,0.138,79.77,1.4642,116.7976,78.4723,46.2823,0.0092946,2.36,1.18,5.5319,2.1085,2.6017,-55.1244,6.9345,0.70592,2.36,1.18,7.6387,0.0,1.883,1.3215,0.70773,196.41
2.36,2.36,0.585,0.157,36.25,1.6658,60.3842,40.5701,23.9279,0.013687,2.36,1.18,6.2935,2.3988,2.9599,-55.1244,7.8892,0.80311,2.36,1.18,8.6904,0.0,5.3207,3.4434,1.5624,123.35
2.36,2.36,0.585,0.157,39.16,1.6658,65.2316,43.8268,25.8487,0.013687,2.36,1.18,6.2935,2.3988,2.9599,-55.1244,7.8892,0.80311,2.36,1.18,8.6904,0.0,4.9253,3.1875,1.4463,130.41
2.36,2.36,0.585,0.157,43.5,1.6658,72.461,48.6841,28.7134,0.013687,2.36,1.18,6.2935,2.3988,2.9599,-55.1244,7.8892,0.80311,2.36,1.18,8.6904,0.0,4.4339,2.8695,1.302,140.3
2.36,2.36,0.585,0.157,50.7,1.6658,84.4545,56.7421,33.466,0.013687,2.36,1.18,6.2935,2.3988,2.9599,-55.1244,7.8892,0.80311,2.36,1.18,8.6904,0.0,3.8043,2.462,1.1171,155.04
2.36,2.36,0.585,0.157,58.01,1.6658,96.6313,64.9233,38.2912,0.013687,2.36,1.18,6.2935,2.3988,2.9599,-55.1244,7.8892,0.80311,2.36,1.18,8.6904,0.0,3.3249,2.1517,0.97635,168.07
2.36,2.36,0.585,0.157,65.26,1.6658,108.7082,73.0373,43.0768,0.013687,2.36,1.18,6.2935,2.3988,2.9599,-55.1244,7.8892,0.80311,2.36,1.18,8.6904,0.0,2.9555,1.9127,0.86788,179.21
2.36,2.36,0.585,0.157,72.51,1.6658,120.785,81.1513,47.8623,0.013687,2.36,1.18,6.2935,2.3988,2.9599,-55.1244,7.8892,0.80311,2.36,1.18,8.6904,0.0,2.66,1.7214,0.78111,188.73
2.36,2.36,0.585,0.157,79.77,1.6658,132.8785,89.2765,52.6545,0.013687,2.36,1.18,6.2935,2.3988,2.9599,-55.1244,7.8892,0.80311,2.36,1.18,8.6904,0.0,2.4179,1.5648,0.71002,196.78
2.36,2.36,0.78,0.019,36.25,0.209,7.5762,5.062,3.2089,2.515e-05,2.36,1.18,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,1.18,1.2489,0.0,0.08061,0.37397,0.10571,12.13
2.36,2.36,0.78,0.019,39.16,0.209,8.1844,5.4683,3.4665,2.515e-05,2.36,1.18,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,1.18,1.2489,0.0,0.07462,0.34618,0.097857,12.13
2.36,2.36,0.78,0.019,43.5,0.209,9.0915,6.0744,3.8507,2.515e-05,2.36,1.18,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,1.18,1.2489,0.0,0.067175,0.311,0.088094,12.13
2.36,2.36,0.78,0.019,50.7,0.209,10.5963,7.0798,4.4881,2.515e-05,2.36,1.18,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,1.18,1.2489,0.0,0.057635,0.26738,0.075583,12.13
2.36,2.36,0.78,0.019,58.01,0.209,12.1241,8.1006,5.1352,2.515e-05,2.36,1.18,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,1.18,1.2489,0.0,0.050373,0.23369,0.066059,12.13
2.36,2.36,0.78,0.019,65.26,0.209,13.6393,9.113,5.777,2.515e-05,2.36,1.18,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,1.18,1.2489,0.0,0.044776,0.20773,0.05872,12.13
2.36,2.36,0.78,0.019,72.51,0.209,15.1546,10.1254,6.4187,2.515e-05,2.36,1.18,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,1.18,1.2489,0.0,0.040299,0.18696,0.052849,12.13
2.36,2.36,0.78,0.019,79.77,0.209,16.6719,11.1391,7.0614,2.515e-05,2.36,1.18,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,1.18,1.2489,0.0,0.036632,0.16994,0.48039,12.13
2.36,2.36,0.78,0.039,36.25,0.429,15.5513,10.3904,6.5868,0.0002175,2.36,1.18,1.6062,0.68061,0.79548,-29.905,2.0637,0.22309,2.36,1.18,2.5636,0.0,0.33926,0.80063,0.42095,49.2
2.36,2.36,0.78,0.039,39.16,0.429,16.7996,11.2245,7.1155,0.0002175,2.36,1.18,1.6062,0.68061,0.79548,-29.905,2.0637,0.22309,2.36,1.18,2.5636,0.0,0.31405,0.74114,0.38967,49.2
2.36,2.36,0.78,0.039,43.5,0.429,18.6615,12.4685,7.9041,0.0002175,2.36,1.18,1.6062,0.68061,0.79548,-29.905,2.0637,0.22309,2.36,1.18,2.5636,0.0,0.28272,0.6672,0.35079,49.2
2.36,2.36,0.78,0.039,50.7,0.429,21.7503,14.5322,9.2124,0.0002175,2.36,1.18,1.6062,0.68061,0.79548,-29.905,2.0637,0.22309,2.36,1.18,2.5636,0.0,0.24257,0.57244,0.30097,49.2
2.36,2.36,0.78,0.039,58.01,0.429,24.8863,16.6275,10.5406,0.0002175,2.36,1.18,1.6062,0.68061,0.79548,-29.905,2.0637,0.22309,2.36,1.18,2.5636,0.0,0.212,0.50031,0.26305,49.2
