FlangeLength,web_length,lip_Length,Thickness,Yeild_strength,Area_of_cross_section,P,Mxx,Myy,J,X(center_of_gravity),Y(center_of_gravity),Ixx,Iyy,Ixy,θ,I11,I22,Xs,Zs,Cw,β1,Local_factor,Distortional_factor,Global_factor,DSM
2.36,4.72,0.585,0.078,36.25,0.82758,29.9998,20.1558,11.8877,0.0016783,2.36,2.36,3.1267,1.1918,1.4705,-28.3296,3.9195,0.399,2.36,2.36,4.3175,0.0,1.3477,1.445,1.0782,109.37
2.36,4.72,0.585,0.078,39.16,0.82758,32.408,21.7738,12.842,0.0016783,2.36,2.36,3.1267,1.1918,1.4705,-28.3296,3.9195,0.399,2.36,2.36,4.3175,0.0,1.2476,1.3376,0.99805,114.52
2.36,4.72,0.585,0.078,43.5,0.82758,35.9997,24.187,14.2653,0.0016783,2.36,2.36,3.1267,1.1918,1.4705,-28.3296,3.9195,0.399,2.36,2.36,4.3175,0.0,1.1231,1.2042,0.89848,121.43
2.36,4.72,0.585,0.078,50.7,0.82758,41.9583,28.1904,16.6264,0.0016783,2.36,2.36,3.1267,1.1918,1.4705,-28.3296,3.9195,0.399,2.36,2.36,4.3175,0.0,0.966362,1.0332,0.77088,131.03
2.36,4.72,0.585,0.078,58.01,0.82758,48.0079,32.2549,19.0236,0.0016783,2.36,2.36,3.1267,1.1918,1.4705,-28.3296,3.9195,0.399,2.36,2.36,4.3175,0.0,0.84219,0.90297,0.67374,136.15
2.36,4.72,0.585,0.078,65.26,0.82758,54.0079,36.286,21.4012,0.0016783,2.36,2.36,3.1267,1.1918,1.4705,-28.3296,3.9195,0.399,2.36,2.36,4.3175,0.0,0.74863,0.80265,0.59889,139.95
2.36,4.72,0.585,0.078,72.51,0.82758,60.0078,40.3172,23.7787,0.0016783,2.36,2.36,3.1267,1.1918,1.4705,-28.3296,3.9195,0.399,2.36,2.36,4.3175,0.0,0.67377,0.7224,0.53901,142.63
2.36,4.72,0.585,0.078,79.77,0.82758,66.0161,44.3539,26.1596,0.0016783,2.36,2.36,3.1267,1.1918,1.4705,-28.3296,3.9195,0.399,2.36,2.36,4.3175,0.0,0.61245,0.65665,0.48996,144.37
2.36,4.72,0.585,0.098,36.25,1.0398,37.692,25.324,14.9359,0.0033287,2.36,2.36,3.9284,1.4974,1.8476,-28.3296,4.9245,0.50131,2.36,2.36,5.4246,0.0,2.1173,1.9315,1.5461,123.0
2.36,4.72,0.585,0.098,39.16,1.0398,40.7178,27.3569,16.1349,0.0033287,2.36,2.36,3.9284,1.4974,1.8476,-28.3296,4.9245,0.50131,2.36,2.36,5.4246,0.0,1.96,1.788,1.4312,130.02
2.36,4.72,0.585,0.098,43.5,1.0398,45.2304,30.3888,17.923,0.0033287,2.36,2.36,3.9284,1.4974,1.8476,-28.3296,4.9245,0.50131,2.36,2.36,5.4246,0.0,1.7644,1.6096,1.2884,139.82
2.36,4.72,0.585,0.098,50.7,1.0398,52.7168,35.4186,20.8896,0.0033287,2.36,2.36,3.9284,1.4974,1.8476,-28.3296,4.9245,0.50131,2.36,2.36,5.4246,0.0,1.5138,1.381,1.1055,154.43
2.36,4.72,0.585,0.098,58.01,1.0398,60.3176,40.5254,23.9015,0.0033287,2.36,2.36,3.9284,1.4974,1.8476,-28.3296,4.9245,0.50131,2.36,2.36,5.4246,0.0,1.3231,1.207,0.96615,167.31
2.36,4.72,0.585,0.098,65.26,1.0398,67.856,45.5902,26.8887,0.0033287,2.36,2.36,3.9284,1.4974,1.8476,-28.3296,4.9245,0.50131,2.36,2.36,5.4246,0.0,1.1761,1.0729,0.85882,178.3
2.36,4.72,0.585,0.098,72.51,1.0398,75.3944,50.655,29.8759,0.0033287,2.36,2.36,3.9284,1.4974,1.8476,-28.3296,4.9245,0.50131,2.36,2.36,5.4246,0.0,1.0585,0.96562,0.77295,187.67
2.36,4.72,0.585,0.098,79.77,1.0398,82.9433,55.7267,32.8671,0.0033287,2.36,2.36,3.9284,1.4974,1.8476,-28.3296,4.9245,0.50131,2.36,2.36,5.4246,0.0,0.9217,0.87774,0.7026,195.56
2.36,4.72,0.585,0.118,36.25,1.252,45.3843,30.4921,17.984,0.0058109,2.36,2.36,4.7301,1.803,2.2247,-28.3296,5.9295,0.60361,2.36,2.36,6.5316,0.0,3.7364,2.3842,1.552,123.13
2.36,4.72,0.585,0.118,39.16,1.252,49.0275,32.9399,19.4277,0.0058109,2.36,2.36,4.7301,1.803,2.2247,-28.3296,5.9295,0.60361,2.36,2.36,6.5316,0.0,2.8247,2.2071,1.4367,130.16
2.36,4.72,0.585,0.118,43.5,1.252,54.4611,36.5906,21.5808,0.0058109,2.36,2.36,4.7301,1.803,2.2247,-28.3296,5.9295,0.60361,2.36,2.36,6.5316,0.0,2.5419,1.9869,1.2933,139.99
2.36,4.72,0.585,0.118,50.7,1.252,63.4754,42.6469,25.1528,0.0058109,2.36,2.36,4.7301,1.803,2.2247,-28.3296,5.9295,0.60361,2.36,2.36,6.5316,0.0,2.1817,1.7047,1.1097,154.66
2.36,4.72,0.585,0.118,58.01,1.252,72.6274,48.7958,28.7794,0.0058109,2.36,2.36,4.7301,1.803,2.2247,-28.3296,5.9295,0.60361,2.36,2.36,6.5316,0.0,1.9068,1.48,0.96983,167.59
2.36,4.72,0.585,0.118,65.26,1.252,81.7042,54.8943,32.3762,0.0058109,2.36,2.36,4.7301,1.803,2.2247,-28.3296,5.9295,0.60361,2.36,2.36,6.5316,0.0,1.695,1.3244,0.86209,178.63
2.36,4.72,0.585,0.118,72.51,1.252,90.7811,60.9927,35.973,0.0058109,2.36,2.36,4.7301,1.803,2.2247,-28.3296,5.9295,0.60361,2.36,2.36,6.5316,0.0,1.5255,1.192,0.77589,188.05
2.36,4.72,0.585,0.118,79.77,1.252,99.8704,67.0995,39.5747,0.0058109,2.36,2.36,4.7301,1.803,2.2247,-28.3296,5.9295,0.60361,2.36,2.36,6.5316,0.0,1.3867,1.0835,0.70528,196.01
2.36,4.72,0.585,0.137,36.25,1.4536,52.6919,35.4019,20.8797,0.009094,2.36,2.36,5.4918,2.0933,2.5829,-28.3296,6.8842,0.70081,2.36,2.36,7.5833,0.0,4.0854,2.8816,1.5571,123.23
2.36,4.72,0.585,0.137,39.16,1.4536,56.9218,38.2438,22.5559,0.009094,2.36,2.36,5.4918,2.0933,2.5829,-28.3296,6.8842,0.70081,2.36,2.36,7.5833,0.0,3.7818,2.6674,1.4414,130.29
2.36,4.72,0.585,0.137,43.5,1.4536,63.2303,42.4823,25.0557,0.009094,2.36,2.36,5.4918,2.0933,2.5829,-28.3296,6.8842,0.70081,2.36,2.36,7.5833,0.0,3.4045,2.4013,1.2976,140.14
2.36,4.72,0.585,0.137,50.7,1.4536,73.696,49.5138,29.2028,0.009094,2.36,2.36,5.4918,2.0933,2.5829,-28.3296,6.8842,0.70081,2.36,2.36,7.5833,0.0,2.921,2.0603,1.1133,154.85
2.36,4.72,0.585,0.137,58.01,1.4536,84.3216,56.6528,33.4133,0.009094,2.36,2.36,5.4918,2.0933,2.5829,-28.3296,6.8842,0.70081,2.36,2.36,7.5833,0.0,2.5529,1.8007,0.97304,167.83
2.36,4.72,0.585,0.137,65.26,1.4536,94.86,63.7332,37.5893,0.009094,2.36,2.36,5.4918,2.0933,2.5829,-28.3296,6.8842,0.70081,2.36,2.36,7.5833,0.0,2.2693,1.6006,0.86494,178.92
2.36,4.72,0.585,0.137,72.51,1.4536,105.3984,70.8136,41.7652,0.009094,2.36,2.36,5.4918,2.0933,2.5829,-28.3296,6.8842,0.70081,2.36,2.36,7.5833,0.0,2.0424,1.4006,0.77846,188.39
2.36,4.72,0.585,0.137,79.77,1.4536,115.9513,77.9037,45.9469,0.009094,2.36,2.36,5.4918,2.0933,2.5829,-28.3296,6.8842,0.70081,2.36,2.36,7.5833,0.0,1.8565,1.3195,0.70761,196.39
2.36,4.72,0.585,0.157,36.25,1.6658,60.3842,40.5701,23.9279,0.013687,2.36,2.36,6.29599,2.3988,2.9599,-28.3296,7.8892,0.80311,2.36,2.36,8.6904,0.0,5.3207,3.4434,2.4096,135.53
2.36,4.72,0.585,0.157,39.16,1.6658,65.2316,43.8268,25.8487,0.013687,2.36,2.36,6.29599,2.3988,2.9599,-28.3296,7.8892,0.80311,2.36,2.36,8.6904,0.0,4.9253,3.1875,2.2306,144.38
2.36,4.72,0.585,0.157,43.5,1.6658,72.461,48.6841,28.7134,0.013687,2.36,2.36,6.29599,2.3988,2.9599,-28.3296,7.8892,0.80311,2.36,2.36,8.6904,0.0,4.4339,2.8695,2.008,157.08
2.36,4.72,0.585,0.157,50.7,1.6658,101.1122,67.9339,40.0668,0.013687,2.36,2.36,6.29599,2.3988,2.9599,-28.3296,7.8892,0.80311,2.36,2.36,8.6904,0.0,3.8043,2.462,1.7229,176.88
2.36,4.72,0.585,0.157,58.01,1.6658,96.6313,64.9233,38.2912,0.013687,2.36,2.36,6.29599,2.3988,2.9599,-28.3296,7.8892,0.80311,2.36,2.36,8.6904,0.0,3.3249,2.1517,1.5058,195.41
2.36,4.72,0.585,0.157,65.26,1.6658,108.7082,73.0373,43.0768,0.013687,2.36,2.36,6.29599,2.3988,2.9599,-28.3296,7.8892,0.80311,2.36,2.36,8.6904,0.0,2.9555,1.9127,1.3385,212.33
2.36,4.72,0.585,0.157,72.51,1.6658,120.785,81.1513,47.8623,0.013687,2.36,2.36,6.29599,2.3988,2.9599,-28.3296,7.8892,0.80311,2.36,2.36,8.6904,0.0,2.66,1.7214,1.2047,227.86
2.36,4.72,0.585,0.157,79.77,1.6658,132.8785,89.2765,52.6545,0.013687,2.36,2.36,6.29599,2.3988,2.9599,-28.3296,7.8892,0.80311,2.36,2.36,8.6904,0.0,2.4179,1.5648,1.095,242.1
2.36,4.72,0.78,0.019,36.25,0.209,7.5762,5.062,3.2089,2.515000000005,2.36,2.36,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,2.36,1.2489,0.0,0.08061,0.37397,0.10571,12.13
2.36,4.72,0.78,0.019,39.16,0.209,8.1844,5.4683,3.4665,2.515000000005,2.36,2.36,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,2.36,1.2489,0.0,0.07462,0.34618,0.097857,12.13
2.36,4.72,0.78,0.019,43.5,0.209,9.0915,6.0744,3.8507,2.515000000005,2.36,2.36,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,2.36,1.2489,0.0,0.067175,0.31164,0.088094,12.13
2.36,4.72,0.78,0.019,50.7,0.209,3.8507,7.0798,4.4881,2.515000000005,2.36,2.36,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,2.36,1.2489,0.0,0.057635,0.26738,0.075583,12.13
2.36,4.72,0.78,0.019,58.01,0.209,12.1241,8.1006,5.1352,2.515000000005,2.36,2.36,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,2.36,1.2489,0.0,0.050373,0.23369,0.066059,12.13
2.36,4.72,0.78,0.019,65.26,0.209,13.6393,9.113,5.777,2.515000000005,2.36,2.36,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,2.36,1.2489,0.0,0.044776,0.20773,0.05872,12.13
2.36,4.72,0.78,0.019,72.51,0.209,15.1546,10.1254,6.4187,2.515000000005,2.36,2.36,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,2.36,1.2489,0.0,0.040299,0.018696,0.052849,12.13
2.36,4.72,0.78,0.019,79.77,0.209,16.6719,11.1391,7.0614,2.515000000005,2.36,2.36,0.78251,0.33158,0.38754,-29.905,1.0054,0.10869,2.36,2.36,1.2489,0.0,0.036632,0.16994,0.048039,12.13
2.36,4.72,0.78,0.039,36.25,0.429,15.5513,10.3904,6.5868,0.0002175,2.36,2.36,1.6062,0.68061,0.79548,-29.905,2.0637,0.22319,2.36,2.36,2.5636,0.0,0.33926,0.80063,0.51813,55.78
2.36,4.72,0.78,0.039,39.16,0.429,16.7996,11.2245,7.1155,0.0002175,2.36,2.36,1.6062,0.68061,0.79548,-29.905,2.0637,0.22319,2.36,2.36,2.5636,0.0,0.31405,0.74114,0.47963,56.24
2.36,4.72,0.78,0.039,43.5,0.429,18.6615,12.4685,7.9041,0.0002175,2.36,2.36,1.6062,0.68061,0.79548,-29.905,2.0637,0.22319,2.36,2.36,2.5636,0.0,0.28272,0.6672,0.43178,56.49
2.36,4.72,0.78,0.039,50.7,0.429,21.7503,14.5322,9.2124,0.0002175,2.36,2.36,1.6062,0.68061,0.79548,-29.905,2.0637,0.22319,2.36,2.36,2.5636,0.0,0.24257,0.57244,0.37046,56.49
2.36,4.72,0.78,0.039,58.01,0.429,24.8863,16.6275,10.5406,0.0002175,2.36,2.36,1.6062,0.68061,0.79548,-29.905,2.0637,0.22319,2.36,2.36,2.5636,0.0,0.212,0.50031,0.32378,56.49
2.36,4.72,0.78,0.039,65.26,0.429,27.9965,18.7056,11.858,0.0002175,2.36,2.36,1.6062,0.68061,0.79548,-29.905,2.0637,0.22319,2.36,2.36,2.5636,0.0,0.18845,0.44473,0.28781,56.49
2.36,4.72,0.78,0.039,72.51,0.429,31.1068,20.7836,13.1753,0.0002175,2.36,2.36,1.6062,0.68061,0.79548,-29.905,2.0637,0.22319,2.36,2.36,2.5636,0.0,0.16961,0.40026,0.25903,56.49
2.36,4.72,0.78,0.039,79.77,0.429,34.2213,22.8646,14.4945,0.0002175,2.36,2.36,1.6062,0.68061,0.79548,-29.905,2.0637,0.22319,2.36,2.36,2.5636,0.0,0.15417,0.36383,0.23546,56.49
2.36,4.72,0.78,0.059,36.25,0.649,23.5262,15.7188,15.7188,0.00075306,2.36,2.36,2.4299,1.0296,1.2034,-29.905,3.122,0.3375,2.36,2.36,3.8782,0.0,0.77499,1.2686,0.6572,82.0
2.36,4.72,0.78,0.059,39.16,0.649,25.4148,16.9806,10.7645,0.00075306,2.36,2.36,2.4299,1.0296,1.2034,-29.905,3.122,0.3375,2.36,2.36,3.8782,0.0,0.7174,1.1743,0.60836,83.48
2.36,4.72,0.78,0.059,43.5,0.649,28.2315,18.8625,11.9575,0.00075306,2.36,2.36,2.4299,1.0296,1.2034,-29.905,3.122,0.3375,2.36,2.36,3.8782,0.0,0.64486,1.05693,0.56709,86.63
2.36,4.72,0.78,0.059,50.7,0.649,32.9043,21.9846,13.9367,0.00075306,2.36,2.36,2.4299,1.0296,1.2034,-29.905,3.122,0.3375,2.36,2.36,3.8782,0.0,0.55328,0.91524,0.49563,89.43
2.36,4.72,0.78,0.059,58.01,0.649,37.6485,25.1544,15.9461,0.00075306,2.36,2.36,2.4299,1.0296,1.2034,-29.905,3.122,0.3375,2.36,2.36,3.8782,0.0,0.48356,0.79759,0.44057,91.16
2.36,4.72,0.78,0.059,65.26,0.649,42.3537,28.2981,17.939,0.00075306,2.36,2.36,2.4299,1.0296,1.2034,-29.905,3.122,0.3375,2.36,2.36,3.8782,0.0,0.42984,0.65453,0.39652,91.93
2.36,4.72,0.78,0.059,72.51,0.649,47.059,31.4419,19.9319,0.00075306,2.36,2.36,2.4299,1.0296,1.2034,-29.905,3.122,0.3375,2.36,2.36,3.8782,0.0,0.38686,0.586,0.36043,92.55
2.36,4.72,0.78,0.059,79.77,0.649,51.7707,34.59,21.9276,0.00075306,2.36,2.36,2.4299,1.0296,1.2034,-29.905,3.122,0.3375,2.36,2.36,3.8782,0.0,0.35165,0.47821,0.31265,89.66
2.36,4.72,0.78,0.078,36.25,0.858,31.1025,20.7808,13.1735,0.00174,2.36,2.36,3.2124,1.3612,1.591,-29.905,4.1274,0.44618,2.36,2.36,5.1271,0.0,1.3511,1.7499,0.85824,99.01
2.36,4.72,0.78,0.078,39.16,0.858,33.5993,22.449,14.231,0.00174,2.36,2.36,3.2124,1.3612,1.591,-29.905,4.1274,0.44618,2.36,2.36,5.1271,0.0,1.2507,1.6199,0.79447,102.85
2.36,4.72,0.78,0.078,43.5,0.858,37.323,24.9369,15.8082,0.00174,2.36,2.36,3.2124,1.3612,1.591,-29.905,4.1274,0.44618,2.36,2.36,5.1271,0.0,1.126,1.4583,0.7152,107.77
2.36,4.72,0.78,0.078,50.7,0.858,43.5006,29.0644,18.4247,0.00174,2.36,2.36,3.2124,1.3612,1.591,-29.905,4.1274,0.44618,2.36,2.36,5.1271,0.0,0.97362,1.3376,0.67374,121.16
2.36,4.72,0.78,0.078,58.01,0.858,49.7726,33.2549,21.0812,0.00174,2.36,2.36,3.2124,1.3612,1.591,-29.905,4.1274,0.44618,2.36,2.36,5.1271,0.0,0.85219,1.2042,0.59889,128.28
2.36,4.72,0.78,0.078,65.26,0.858,55.9931,37.4111,23.7159,0.00174,2.36,2.36,3.2124,1.3612,1.591,-29.905,4.1274,0.44618,2.36,2.36,5.1271,0.0,0.75863,1.0332,0.53901,133.22
2.36,4.72,0.78,0.078,72.51,0.858,62.2136,41.5673,26.3506,0.00174,2.36,2.36,3.2124,1.3612,1.591,-29.905,4.1274,0.44618,2.36,2.36,5.1271,0.0,0.68377,0.90297,0.48996,135.84
2.36,4.72,0.78,0.078,79.77,0.858,68.4427,45.7291,28.989,0.00174,2.36,2.36,3.2124,1.3612,1.591,-29.905,4.1274,0.44618,2.36,2.36,5.1271,0.0,0.62245,0.80265,0.3345,104.09
2.36,4.72,0.78,0.098,36.25,1.078,39.0775,26.1092,16.5513,0.003451,2.36,2.36,4.0361,1.7102,1.9989,-29.905,5.1857,0.56059,2.36,2.36,6.4418,0.0,2.1256,2.2053,1.1658,112.6
2.36,4.72,0.78,0.098,39.16,1.078,42.2145,42.2145,17.88,0.003451,2.36,2.36,4.0361,1.7102,1.9989,-29.905,5.1857,0.56059,2.36,2.36,6.4418,0.0,1.9677,2.0414,1.0791,118.18
2.36,4.72,0.78,0.098,43.5,1.078,46.893,31.331,19.8616,0.003451,2.36,2.36,4.0361,1.7102,1.9989,-29.905,5.1857,0.56059,2.36,2.36,6.4418,0.0,1.7714,1.8378,0.97147,125.76
2.36,4.72,0.78,0.098,50.7,1.078,54.6546,36.5168,23.149,0.003451,2.36,2.36,4.0361,1.7102,1.9989,-29.905,5.1857,0.56059,2.36,2.36,6.4418,0.0,1.5198,1.5768,0.83351,136.49
2.36,4.72,0.78,0.098,58.01,1.078,62.5348,41.7819,26.4867,0.003451,2.36,2.36,4.0361,1.7102,1.9989,-29.905,5.1857,0.56059,2.36,2.36,6.4418,0.0,1.3283,1.3781,0.72848,145.26
2.36,4.72,0.78,0.098,65.26,1.078,70.3503,47.0037,29.7969,0.003451,2.36,2.36,4.0361,1.7102,1.9989,-29.905,5.1857,0.56059,2.36,2.36,6.4418,0.0,1.1807,1.225,0.64755,152.09
2.36,4.72,0.78,0.098,72.51,1.078,78.1658,52.2255,33.1072,0.003451,2.36,2.36,4.0361,1.7102,1.9989,-29.905,5.1857,0.56059,2.36,2.36,6.4418,0.0,1.0627,1.1025,0.5828,157.28
2.36,4.72,0.78,0.098,79.77,1.078,85.9921,57.4546,36.422,0.003451,2.36,2.36,4.0361,1.7102,1.9989,-29.905,5.1857,0.56059,2.36,2.36,6.4418,0.0,0.96596,1.0022,0.52976,161.02
2.36,4.72,0.78,0.118,36.25,1.298,47.0525,31.4376,19.9291,0.0060245,2.36,2.36,4.8598,2.0593,2.4068,-29.905,6.2441,0.67499,2.36,2.36,7.7564,0.0,3.0688,2.7522,1.1701,112.75
2.36,4.72,0.78,0.118,39.16,1.298,50.8297,33.9612,21.529,0.0060245,2.36,2.36,4.8598,2.0593,2.4068,-29.905,6.2441,0.67499,2.36,2.36,7.7564,0.0,2.8408,2.5477,1.0831,118.35
2.36,4.72,0.78,0.118,43.5,1.298,56.463,37.7251,23.915,0.0060245,2.36,2.36,4.8598,2.0593,2.4068,-29.905,6.2441,0.67499,2.36,2.36,7.7564,0.0,2.5574,2.2935,0.97507,125.96
2.36,4.72,0.78,0.118,50.7,1.298,65.8086,43.9692,27.8733,0.0060245,2.36,2.36,4.8598,2.0593,2.4068,-29.905,6.2441,0.67499,2.36,2.36,7.7564,0.0,2.1942,1.9678,0.8366,136.74
2.36,4.72,0.78,0.118,58.01,1.298,75.297,50.3088,50.3088,0.0060245,2.36,2.36,4.8598,2.0593,2.4068,-29.905,6.2441,0.67499,2.36,2.36,7.7564,0.0,1.9177,1.7199,0.73118,145.57
2.36,4.72,0.78,0.118,65.26,1.298,84.7075,56.5963,35.878,0.0060245,2.36,2.36,4.8598,2.0593,2.4068,-29.905,6.2441,0.67499,2.36,2.36,7.7564,0.0,1.7046,1.5288,0.64995,152.45
2.36,4.72,0.78,0.118,72.51,1.298,94.118,62.8838,39.8638,0.0060245,2.36,2.36,4.8598,2.0593,2.4068,-29.905,6.2441,0.67499,2.36,2.36,7.7564,0.0,1.5342,1.3759,0.58496,157.69
2.36,4.72,0.78,0.118,79.77,1.298,103.5415,69.18,43.8551,0.0060245,2.36,2.36,4.8598,2.0593,2.4068,-29.905,6.2441,0.67499,2.36,2.36,7.7564,0.0,1.3946,1.2507,0.53172,161.49
2.36,4.72,0.78,0.137,36.25,1.507,54.6288,36.4995,23.1381,0.0009483,2.36,2.36,5.6423,2.3908,2.7944,-29.905,7.2495,0.78368,2.36,2.36,9.0053,0.0,4.117,3.354,1.6756,125.6
2.36,4.72,0.78,0.137,39.16,1.507,59.0141,39.4296,24.9955,0.0009483,2.36,2.36,5.6423,2.3908,2.7944,-29.905,7.2495,0.78368,2.36,2.36,9.0053,0.0,3.811,3.1048,1.5511,132.99
2.36,4.72,0.78,0.137,43.5,1.507,65.5545,43.7994,27.7657,0.0009483,2.36,2.36,5.6423,2.3908,2.7944,-29.905,7.2495,0.78368,2.36,2.36,9.0053,0.0,3.4045,2.8816,1.4444,144.81
2.36,4.72,0.78,0.137,50.7,1.507,76.4049,51.049,32.3614,0.0009483,2.36,2.36,5.6423,2.3908,2.7944,-29.905,7.2495,0.78368,2.36,2.36,9.0053,0.0,2.921,2.6674,1.2976,163.34
2.36,4.72,0.78,0.137,58.01,1.507,87.4211,58.4093,37.0273,0.0009483,2.36,2.36,5.6423,2.3908,2.7944,-29.905,7.2495,0.78368,2.36,2.36,9.0053,0.0,2.5529,2.4013,1.1133,177.17
2.36,4.72,0.78,0.137,65.26,1.507,98.3468,65.7092,41.6549,0.0009483,2.36,2.36,5.6423,2.3908,2.7944,-29.905,7.2495,0.78368,2.36,2.36,9.0053,0.0,2.2693,2.0603,0.97304,
2.36,4.72,0.78,0.137,72.51,1.507,109.2726,73.0091,46.2825,0.0009483,2.36,2.36,5.6423,2.3908,2.7944,-29.905,7.2495,0.78368,2.36,2.36,9.0053,0.0,2.0424,1.8007,0.86494,198.79
2.36,4.72,0.78,0.137,79.77,1.507,120.2134,80.3191,50.9165,0.0009483,2.36,2.36,5.6423,2.3908,2.7944,-29.905,7.2495,0.78368,2.36,2.36,9.0053,0.0,1.8565,1.6006,0.77846,207.25
2.36,4.72,0.78,0.157,36.25,1.727,62.6037,41.8279,26.5159,0.01419,2.36,2.36,6.466,2.7399,3.2023,-29.905,8.3078,0.89808,2.36,2.36,10.32,0.0,5.3751,3.9158,1.6813,125.71
2.36,4.72,0.78,0.157,39.16,1.727,67.6293,45.1857,28.6445,0.01419,2.36,2.36,6.466,2.7399,3.2023,-29.905,8.3078,0.89808,2.36,2.36,10.32,0.0,4.9757,3.6248,1.5563,133.11
2.36,4.72,0.78,0.157,43.5,1.727,69.7292,38.8191,29.9631,0.01419,2.36,2.36,6.466,2.7399,3.2023,-29.905,8.3078,0.89808,2.36,2.36,10.32,0.0,4.4339,3.3378,1.3385,141.53
2.36,4.72,0.78,0.157,50.7,1.727,81.2706,45.2443,34.9226,0.01419,2.36,2.36,6.466,2.7399,3.2023,-29.905,8.3078,0.89808,2.36,2.36,10.32,0.0,3.8043,3.1875,1.2047,159.33
2.36,4.72,0.78,0.157,58.01,1.727,92.9883,51.7677,39.9577,0.01419,2.36,2.36,6.466,2.7399,3.2023,-29.905,8.3078,0.89808,2.36,2.36,10.32,0.0,3.3249,2.8695,1.095,176.06
2.36,4.72,0.78,0.157,65.26,1.727,104.6098,58.2376,44.9516,0.01419,2.36,2.36,6.466,2.7399,3.2023,-29.905,8.3078,0.89808,2.36,2.36,10.32,0.0,2.9555,2.462,0.9143,183.65
2.36,4.72,0.78,0.157,72.51,1.727,116.2314,64.7074,49.9455,0.01419,2.36,2.36,6.466,2.7399,3.2023,-29.905,8.3078,0.89808,2.36,2.36,10.32,0.0,2.66,2.1517,0.7961,190.65
2.36,4.72,0.78,0.157,79.77,1.727,127.8689,71.1862,54.9462,0.01419,2.36,2.36,6.466,2.7399,3.2023,-29.905,8.3078,0.89808,2.36,2.36,10.32,0.0,2.4179,1.9127,0.6459,185.6
2.36,4.72,0.975,0.019,36.25,0.21641,7.8449,5.2271,3.5042,2.6041e-05,2.36,2.36,0.79882,0.37285,0.41347,-31.3731,1.0509,0.12073,2.36,2.36,1.4675,0.0,0.080539,0.42016,0.11348,12.71
2.36,4.72,0.975,0.019,39.16,0.21641,8.4746,5.6467,3.7855,2.6041e-05,2.36,2.36,0.79882,0.37285,0.41347,-31.3731,1.0509,0.12073,2.36,2.36,1.4675,0.0,0.074555,0.38894,0.10505,12.71
2.36,4.72,0.975,0.019,43.5,0.21641,9.4138,6.2725,4.205,2.6041e-05,2.36,2.36,0.79882,0.37285,0.41347,-31.3731,1.0509,0.12073,2.36,2.36,1.4675,0.0,0.067116,0.35014,0.094566,12.71
2.36,4.72,0.975,0.019,50.7,0.21641,10.972,7.3107,4.901,2.6041e-05,2.36,2.36,0.79882,0.37285,0.41347,-31.3731,1.0509,0.12073,2.36,2.36,1.4675,0.0,0.057585,0.30041,0.081136,12.71
2.36,4.72,0.975,0.019,58.01,0.21641,12.5539,8.3648,5.6077,2.6041e-05,2.36,2.36,0.79882,0.37285,0.41347,-31.3731,1.0509,0.12073,2.36,2.36,1.4675,0.0,0.050329,0.26256,0.070912,12.71
2.36,4.72,0.975,0.019,65.26,0.21641,14.1229,9.4102,6.3085,2.6041e-05,2.36,2.36,0.79882,0.37285,0.41347,-31.3731,1.0509,0.12073,2.36,2.36,1.4675,0.0,0.044737,0.23339,0.063034,12.71
2.36,4.72,0.975,0.019,72.51,0.21641,15.6919,10.4556,7.0093,2.6041e-05,2.36,2.36,0.79882,0.37285,0.41347,-31.3731,1.0509,0.12073,2.36,2.36,1.4675,0.0,0.040264,0.21005,0.0567332,12.71
2.36,4.72,0.975,0.019,79.77,0.21641,17.263,11.5025,7.7111,2.6041e-05,2.36,2.36,0.79882,0.37285,0.41347,-31.3731,1.0509,0.12073,2.36,2.36,1.4675,0.0,0.0366,0.19094,0.051568,12.71
2.36,4.72,0.975,0.039,36.25,0.044421,16.1026,10.7293,7.1928,0.00022521,2.36,2.36,1.6397,0.76532,0.8487,-31.3731,2.1572,0.24782,2.36,2.36,3.0123,0.0,0.33904,0.87848,0.45073,51.47
2.36,4.72,0.975,0.039,39.16,0.044421,17.3953,11.5906,7.7702,0.00022521,2.36,2.36,1.6397,0.76532,0.8487,-31.3731,2.1572,0.24782,2.36,2.36,3.0123,0.0,0.31384,0.8132,0.41723,51.48
2.36,4.72,0.975,0.039,43.5,0.044421,19.3231,12.8752,8.6314,0.00022521,2.36,2.36,1.6397,0.76532,0.8487,-31.3731,2.1572,0.24782,2.36,2.36,3.0123,0.0,0.28253,0.73206,0.3756,51.48
2.36,4.72,0.975,0.039,50.7,0.044421,22.5214,15.0062,10.06,0.00022521,2.36,2.36,1.6397,0.76532,0.8487,-31.3731,2.1572,0.24782,2.36,2.36,3.0123,0.0,0.24241,0.6281,0.32226,51.48
